date,location,cases_total,cases_active,cases_recovered,deaths
2020/10/04,Castle Downs,454,69.0,383.0,2.0
2021/01/12,Castle Downs,3295,228.0,3050.0,17.0
2020/09/27,Castle Downs,397,57.0,339.0,1.0
2021/03/02,Castle Downs,4120,60.0,4040.0,20.0
2020/10/29,Castle Downs,853,212.0,637.0,4.0
2020/12/10,Castle Downs,2480,563.0,1910.0,7.0
2021/04/26,Castle Downs,4836,315.0,4500.0,21.0
2020/11/15,Castle Downs,1306,368.0,934.0,4.0
2021/05/18,Castle Downs,5340,280.0,5039.0,21.0
2021/03/03,Castle Downs,4126,67.0,4039.0,20.0
2020/11/11,Castle Downs,1143,253.0,886.0,4.0
2021/04/24,Castle Downs,4797,310.0,4466.0,21.0
2021/03/05,Castle Downs,4141,76.0,4045.0,20.0
2020/12/17,Castle Downs,2754,489.0,2259.0,6.0
2021/04/10,Castle Downs,4487,161.0,4306.0,20.0
2021/03/14,Castle Downs,4204,91.0,4093.0,20.0
2020/12/11,Castle Downs,2525,556.0,1962.0,7.0
2020/08/20,Castle Downs,204,77.0,126.0,1.0
2021/01/11,Castle Downs,3285,238.0,3030.0,17.0
2021/03/04,Castle Downs,4130,69.0,4041.0,20.0
2020/09/22,Castle Downs,375,67.0,307.0,1.0
2021/04/22,Castle Downs,4747,278.0,4448.0,21.0
2021/01/05,Castle Downs,3217,290.0,2910.0,17.0
2020/08/30,Castle Downs,247,59.0,187.0,1.0
2021/01/10,Castle Downs,3281,263.0,3001.0,17.0
2021/03/13,Castle Downs,4193,84.0,4089.0,20.0
2020/10/07,Castle Downs,498,103.0,393.0,2.0
2021/02/20,Castle Downs,3900,37.0,3843.0,20.0
2021/01/07,Castle Downs,3252,279.0,2956.0,17.0
2020/11/17,Castle Downs,1365,372.0,989.0,4.0
2020/10/15,Castle Downs,599,136.0,460.0,3.0
2020/10/26,Castle Downs,807,223.0,580.0,4.0
2021/03/22,Castle Downs,4276,120.0,4136.0,20.0
2020/12/02,Castle Downs,2116,620.0,1490.0,6.0
2021/05/15,Castle Downs,5301,331.0,4949.0,21.0
2021/02/18,Castle Downs,3887,46.0,3821.0,20.0
2021/02/14,Castle Downs,3752,58.0,3674.0,20.0
2020/11/18,Castle Downs,1410,392.0,1014.0,4.0
2020/10/14,Castle Downs,572,124.0,445.0,3.0
2020/12/28,Castle Downs,3055,380.0,2662.0,13.0
2020/11/09,Castle Downs,1095,252.0,839.0,4.0
2020/12/22,Castle Downs,2918,470.0,2439.0,9.0
2021/01/19,Castle Downs,3376,163.0,3194.0,19.0
2021/05/16,Castle Downs,5301,331.0,4949.0,21.0
2020/08/17,Castle Downs,177,65.0,111.0,1.0
2021/01/22,Castle Downs,3395,141.0,3235.0,19.0
2021/05/11,Castle Downs,5228,343.0,4864.0,21.0
2020/11/29,Castle Downs,1964,568.0,1390.0,6.0
2021/03/27,Castle Downs,4328,131.0,4177.0,20.0
2020/12/21,Castle Downs,2880,474.0,2398.0,8.0
2021/02/16,Castle Downs,3789,48.0,3721.0,20.0
2021/05/13,Castle Downs,5272,342.0,4909.0,21.0
2020/12/20,Castle Downs,2856,490.0,2358.0,8.0
2020/09/29,Castle Downs,413,60.0,351.0,2.0
2021/02/15,Castle Downs,3775,51.0,3704.0,20.0
2020/11/08,Castle Downs,1073,263.0,806.0,4.0
2020/09/02,Castle Downs,260,50.0,209.0,1.0
2021/02/17,Castle Downs,3857,47.0,3790.0,20.0
2020/12/01,Castle Downs,2042,583.0,1453.0,6.0
2021/05/14,Castle Downs,5282,333.0,4928.0,21.0
2020/11/30,Castle Downs,1989,562.0,1421.0,6.0
2021/03/24,Castle Downs,4297,122.0,4155.0,20.0
2021/05/12,Castle Downs,5251,348.0,4882.0,21.0
2021/03/28,Castle Downs,4331,125.0,4186.0,20.0
2020/09/30,Castle Downs,421,61.0,358.0,2.0
2021/01/21,Castle Downs,3387,145.0,3223.0,19.0
2021/01/20,Castle Downs,3381,154.0,3208.0,19.0
2021/02/13,Castle Downs,3740,57.0,3663.0,20.0
2020/09/15,Castle Downs,331,61.0,269.0,1.0
2020/12/03,Castle Downs,2155,613.0,1536.0,6.0
2021/02/12,Castle Downs,3723,59.0,3644.0,20.0
2020/09/16,Castle Downs,339,66.0,272.0,1.0
2021/01/23,Castle Downs,3394,131.0,3244.0,19.0
2020/08/18,Castle Downs,186,66.0,119.0,1.0
2021/05/10,Castle Downs,5193,333.0,4839.0,21.0
2021/01/18,Castle Downs,3364,178.0,3167.0,19.0
2020/10/27,Castle Downs,811,211.0,596.0,4.0
2021/03/26,Castle Downs,4316,128.0,4168.0,20.0
2021/03/21,Castle Downs,4274,120.0,4134.0,20.0
2021/05/17,Castle Downs,5329,309.0,4999.0,21.0
2020/10/18,Castle Downs,645,147.0,495.0,3.0
2021/02/19,Castle Downs,3900,43.0,3837.0,20.0
2020/09/14,Castle Downs,326,57.0,268.0,1.0
2021/03/30,Castle Downs,4342,115.0,4207.0,20.0
2020/12/27,Castle Downs,3019,386.0,2620.0,13.0
2021/03/25,Castle Downs,4311,128.0,4163.0,20.0
2021/05/09,Castle Downs,5177,346.0,4810.0,21.0
2020/04/28,Duggan,19,3.0,16.0,0.0
2020/05/25,Duggan,19,1.0,18.0,0.0
2020/03/20,Duggan,0,,,
2020/04/11,Duggan,16,10.0,6.0,0.0
2020/04/12,Duggan,16,10.0,6.0,0.0
2020/07/27,Duggan,113,48.0,52.0,13.0
2020/04/14,Duggan,17,9.0,8.0,0.0
2020/05/03,Duggan,19,4.0,15.0,0.0
2020/04/03,Duggan,9,,,
2020/06/28,Duggan,32,10.0,22.0,0.0
2020/08/09,Duggan,147,18.0,102.0,27.0
2020/06/18,Duggan,22,2.0,20.0,0.0
2020/03/26,Duggan,3,,,
2020/06/24,Duggan,30,9.0,21.0,0.0
2020/05/14,Duggan,19,1.0,18.0,0.0
2020/07/13,Duggan,44,6.0,37.0,1.0
2020/06/19,Duggan,26,6.0,20.0,0.0
2020/04/26,Duggan,19,4.0,15.0,0.0
2020/07/08,Duggan,41,8.0,33.0,0.0
2020/07/21,Duggan,91,46.0,40.0,5.0
2020/05/21,Duggan,19,1.0,18.0,0.0
2020/05/19,Duggan,19,1.0,18.0,0.0
2020/05/22,Duggan,19,1.0,18.0,0.0
2020/05/20,Duggan,19,1.0,18.0,0.0
2020/06/15,Duggan,22,2.0,20.0,0.0
2020/07/29,Duggan,129,45.0,63.0,21.0
2020/05/23,Duggan,19,1.0,18.0,0.0
2020/05/01,Duggan,19,4.0,15.0,0.0
2020/04/13,Duggan,16,10.0,6.0,0.0
2020/07/02,Duggan,39,11.0,28.0,0.0
2020/06/11,Duggan,21,1.0,20.0,0.0
2020/05/04,Duggan,19,4.0,15.0,0.0
2020/07/23,Duggan,95,44.0,42.0,9.0
2020/06/05,Duggan,19,0.0,19.0,0.0
2020/08/04,Duggan,143,32.0,87.0,24.0
2020/07/30,Duggan,131,39.0,71.0,21.0
2020/06/25,Duggan,31,10.0,21.0,0.0
2020/07/09,Duggan,41,7.0,34.0,0.0
2020/03/31,Duggan,6,,,
2020/07/07,Duggan,40,8.0,32.0,0.0
2020/07/12,Duggan,42,7.0,35.0,0.0
2020/06/27,Duggan,31,9.0,22.0,0.0
2020/06/26,Duggan,31,9.0,22.0,0.0
2020/04/29,Duggan,19,3.0,16.0,0.0
2020/05/06,Duggan,19,3.0,16.0,0.0
2020/05/02,Duggan,19,4.0,15.0,0.0
2020/03/29,Duggan,4,,,
2020/07/22,Duggan,93,47.0,41.0,5.0
2020/06/12,Duggan,21,1.0,20.0,0.0
2020/03/27,Duggan,3,,,
2020/05/12,Duggan,19,1.0,18.0,0.0
2020/06/04,Duggan,19,0.0,19.0,0.0
2020/06/06,Duggan,20,1.0,19.0,0.0
2020/05/24,Duggan,19,1.0,18.0,0.0
2020/05/26,Duggan,19,1.0,18.0,0.0
2020/05/15,Duggan,19,1.0,18.0,0.0
2020/06/22,Duggan,29,9.0,20.0,0.0
2020/05/11,Duggan,19,1.0,18.0,0.0
2020/06/20,Duggan,28,8.0,20.0,0.0
2020/07/20,Duggan,85,42.0,40.0,3.0
2020/08/06,Duggan,147,30.0,92.0,25.0
2020/03/24,Duggan,1,,,
2020/07/16,Duggan,64,24.0,38.0,2.0
2020/05/29,Duggan,19,1.0,18.0,0.0
2020/04/18,Duggan,18,7.0,11.0,0.0
2020/07/06,Duggan,40,9.0,31.0,0.0
2020/07/28,Duggan,123,49.0,58.0,16.0
2020/06/13,Duggan,21,1.0,20.0,0.0
2020/05/09,Duggan,19,2.0,17.0,0.0
2020/06/02,Duggan,19,0.0,19.0,0.0
2020/08/12,Duggan,151,13.0,109.0,29.0
2020/07/26,Duggan,108,46.0,50.0,12.0
2020/08/11,Duggan,149,11.0,110.0,28.0
2020/08/03,Duggan,141,31.0,86.0,24.0
2020/05/17,Duggan,19,1.0,18.0,0.0
2020/06/14,Duggan,22,2.0,20.0,0.0
2020/06/21,Duggan,28,8.0,20.0,0.0
2020/05/10,Duggan,19,2.0,17.0,0.0
2020/04/09,Duggan,17,13.0,4.0,0.0
2020/04/19,Duggan,18,6.0,12.0,0.0
2020/06/01,Duggan,19,1.0,18.0,0.0
2020/04/20,Duggan,18,5.0,13.0,0.0
2020/07/19,Duggan,82,42.0,38.0,2.0
2020/05/31,Duggan,19,1.0,18.0,0.0
2020/07/05,Duggan,38,8.0,30.0,0.0
2020/03/22,Duggan,0,,,
2020/05/16,Duggan,19,1.0,18.0,0.0
2020/06/29,Duggan,34,12.0,22.0,0.0
2020/06/09,Duggan,20,0.0,20.0,0.0
2020/05/30,Duggan,19,1.0,18.0,0.0
2020/04/22,Duggan,18,2.0,16.0,0.0
2020/07/01,Duggan,38,10.0,28.0,0.0
2020/04/23,Duggan,18,2.0,16.0,0.0
2020/04/25,Duggan,18,3.0,15.0,0.0
2020/06/17,Duggan,22,2.0,20.0,0.0
2020/06/03,Duggan,19,0.0,19.0,0.0
2020/05/07,Duggan,19,2.0,17.0,0.0
2020/06/23,Duggan,29,8.0,21.0,0.0
2020/05/18,Duggan,19,1.0,18.0,0.0
2020/08/10,Duggan,148,12.0,109.0,27.0
2020/06/08,Duggan,20,0.0,20.0,0.0
2020/06/10,Duggan,20,0.0,20.0,0.0
2020/06/16,Duggan,22,2.0,20.0,0.0
2020/07/15,Duggan,56,18.0,37.0,1.0
2020/08/05,Duggan,145,30.0,90.0,25.0
2020/04/17,Duggan,18,8.0,10.0,0.0
2020/05/27,Duggan,19,1.0,18.0,0.0
2020/04/24,Duggan,18,2.0,16.0,0.0
2020/05/28,Duggan,19,1.0,18.0,0.0
2020/10/21,Duggan,318,40.0,243.0,35.0
2020/10/04,Duggan,246,13.0,198.0,35.0
2020/12/28,Duggan,1131,209.0,880.0,42.0
2021/04/04,Duggan,1512,46.0,1400.0,66.0
2021/03/26,Duggan,1483,45.0,1374.0,64.0
2020/10/01,Duggan,242,14.0,193.0,35.0
2021/03/20,Duggan,1462,41.0,1357.0,64.0
2021/01/29,Duggan,1377,70.0,1251.0,56.0
2021/03/21,Duggan,1465,39.0,1362.0,64.0
2020/09/27,Duggan,234,11.0,188.0,35.0
2020/09/28,Duggan,235,12.0,188.0,35.0
2021/03/17,Duggan,1446,28.0,1354.0,64.0
2021/02/03,Duggan,1400,66.0,1276.0,58.0
2020/08/25,Duggan,178,18.0,128.0,32.0
2021/02/02,Duggan,1393,66.0,1269.0,58.0
2021/01/07,Duggan,1248,137.0,1063.0,48.0
2020/12/20,Duggan,1001,241.0,722.0,38.0
2021/03/11,Duggan,1443,25.0,1354.0,64.0
2021/03/31,Duggan,1495,46.0,1384.0,65.0
2021/04/09,Duggan,1549,62.0,1419.0,68.0
2020/10/05,Duggan,256,23.0,198.0,35.0
2020/12/29,Duggan,1146,208.0,896.0,42.0
2021/05/27,Duggan,1890,60.0,1761.0,69.0
2020/12/27,Duggan,1127,227.0,859.0,41.0
2021/02/01,Duggan,1394,71.0,1265.0,58.0
2020/09/29,Duggan,238,14.0,189.0,35.0
2020/08/27,Duggan,180,15.0,133.0,32.0
2021/03/28,Duggan,1486,46.0,1376.0,64.0
2021/04/13,Duggan,1573,79.0,1426.0,68.0
2020/09/24,Duggan,232,17.0,180.0,35.0
2020/11/03,Duggan,402,83.0,284.0,35.0
2020/12/19,Duggan,984,235.0,712.0,37.0
2021/05/30,Duggan,1902,55.0,1778.0,69.0
2021/01/03,Duggan,1200,171.0,982.0,47.0
2021/04/08,Duggan,1538,53.0,1418.0,67.0
2020/11/21,Duggan,539,103.0,400.0,36.0
2020/11/22,Duggan,555,115.0,404.0,36.0
2021/04/06,Duggan,1519,40.0,1413.0,66.0
2021/03/22,Duggan,1470,38.0,1368.0,64.0
2020/08/13,Duggan,160,13.0,117.0,30.0
2020/11/09,Duggan,439,79.0,325.0,35.0
2020/12/18,Duggan,966,227.0,702.0,37.0
2020/08/24,Duggan,174,14.0,128.0,32.0
2021/03/27,Duggan,1483,44.0,1375.0,64.0
2021/01/05,Duggan,1224,150.0,1026.0,48.0
2020/12/17,Duggan,954,231.0,686.0,37.0
2021/03/14,Duggan,1440,27.0,1349.0,64.0
2020/12/21,Duggan,1017,228.0,751.0,38.0
2020/09/30,Duggan,238,13.0,190.0,35.0
2021/01/31,Duggan,1389,76.0,1257.0,56.0
2021/03/12,Duggan,1440,26.0,1350.0,64.0
2021/03/18,Duggan,1451,32.0,1355.0,64.0
2021/03/16,Duggan,1443,27.0,1352.0,64.0
2021/03/30,Duggan,1491,48.0,1379.0,64.0
2021/04/10,Duggan,1559,70.0,1421.0,68.0
2020/08/26,Duggan,178,14.0,132.0,32.0
2020/12/16,Duggan,941,231.0,673.0,37.0
2021/03/24,Duggan,1481,46.0,1371.0,64.0
2021/01/30,Duggan,1386,74.0,1256.0,56.0
2021/03/25,Duggan,1481,44.0,1373.0,64.0
2020/12/22,Duggan,1052,243.0,771.0,38.0
2020/09/08,Duggan,206,22.0,150.0,34.0
2021/01/04,Duggan,1207,155.0,1005.0,47.0
2020/11/08,Duggan,432,83.0,314.0,35.0
2021/05/28,Duggan,1894,58.0,1767.0,69.0
2021/03/13,Duggan,1438,27.0,1347.0,64.0
2021/05/29,Duggan,1896,52.0,1775.0,69.0
2020/11/11,Duggan,452,73.0,344.0,35.0
2020/10/22,Duggan,324,41.0,248.0,35.0
2021/01/06,Duggan,1236,140.0,1048.0,48.0
2021/04/11,Duggan,1563,73.0,1422.0,68.0
2021/05/18,Duggan,1856,97.0,1690.0,69.0
2020/12/15,Duggan,920,222.0,661.0,37.0
2021/01/18,Duggan,1324,109.0,1162.0,53.0
2021/05/21,Duggan,1872,86.0,1717.0,69.0
2020/11/17,Duggan,484,73.0,376.0,35.0
2020/10/25,Duggan,340,52.0,253.0,35.0
2021/02/20,Duggan,1420,20.0,1337.0,63.0
2021/05/09,Duggan,1796,122.0,1605.0,69.0
2020/08/18,Duggan,170,17.0,123.0,30.0
2021/05/08,Duggan,1788,118.0,1601.0,69.0
2021/01/25,Duggan,1359,83.0,1222.0,54.0
2020/09/16,Duggan,219,15.0,169.0,35.0
2021/05/10,Duggan,1808,124.0,1615.0,69.0
2021/02/09,Duggan,1411,53.0,1298.0,60.0
2020/11/19,Duggan,504,81.0,388.0,35.0
2021/02/19,Duggan,1421,24.0,1334.0,63.0
2020/10/27,Duggan,349,53.0,261.0,35.0
2021/01/19,Duggan,1332,97.0,1182.0,53.0
2020/12/03,Duggan,690,159.0,494.0,37.0
2020/10/14,Duggan,293,47.0,211.0,35.0
2020/12/04,Duggan,699,156.0,506.0,37.0
2020/09/01,Duggan,190,20.0,138.0,32.0
2021/05/05,Duggan,1764,112.0,1583.0,69.0
2021/02/24,Duggan,1424,15.0,1346.0,63.0
2021/05/22,Duggan,1873,83.0,1721.0,69.0
2020/08/16,Duggan,166,14.0,122.0,30.0
2021/01/16,Duggan,1315,124.0,1138.0,53.0
2021/05/06,Duggan,1776,116.0,1591.0,69.0
2021/02/23,Duggan,1423,16.0,1344.0,63.0
2021/02/21,Duggan,1420,16.0,1341.0,63.0
2020/09/17,Duggan,222,16.0,171.0,35.0
2020/12/05,Duggan,717,162.0,518.0,37.0
2021/02/08,Duggan,1410,56.0,1294.0,60.0
2021/02/22,Duggan,1420,15.0,1342.0,63.0
2020/11/26,Duggan,594,127.0,430.0,37.0
2021/01/17,Duggan,1325,124.0,1148.0,53.0
2021/05/07,Duggan,1786,121.0,1596.0,69.0
2020/10/13,Duggan,288,44.0,209.0,35.0
2020/10/19,Duggan,315,48.0,232.0,35.0
2020/12/06,Duggan,737,176.0,524.0,37.0
2021/05/11,Duggan,1811,123.0,1619.0,69.0
2021/02/18,Duggan,1421,27.0,1331.0,63.0
2021/05/19,Duggan,1857,87.0,1701.0,69.0
2021/05/15,Duggan,1842,118.0,1655.0,69.0
2021/02/14,Duggan,1415,34.0,1318.0,63.0
2020/10/26,Duggan,346,57.0,254.0,35.0
2021/05/16,Duggan,1842,118.0,1655.0,69.0
2020/08/17,Duggan,168,16.0,122.0,30.0
2021/01/22,Duggan,1346,89.0,1203.0,54.0
2020/11/18,Duggan,493,81.0,377.0,35.0
2021/02/11,Duggan,1413,47.0,1303.0,63.0
2020/09/14,Duggan,213,12.0,166.0,35.0
2021/02/13,Duggan,1415,35.0,1317.0,63.0
2021/05/17,Duggan,1849,98.0,1682.0,69.0
2021/02/12,Duggan,1414,38.0,1313.0,63.0
2021/01/23,Duggan,1353,83.0,1216.0,54.0
2020/10/18,Duggan,311,48.0,228.0,35.0
2020/11/28,Duggan,616,136.0,443.0,37.0
2020/11/29,Duggan,629,145.0,447.0,37.0
2021/05/20,Duggan,1865,86.0,1710.0,69.0
2020/10/15,Duggan,298,51.0,212.0,35.0
2020/11/30,Duggan,641,149.0,455.0,37.0
2020/12/02,Duggan,676,160.0,479.0,37.0
2020/09/13,Duggan,213,12.0,166.0,35.0
2021/02/17,Duggan,1420,28.0,1329.0,63.0
2021/05/12,Duggan,1817,119.0,1629.0,69.0
2020/09/03,Duggan,199,23.0,144.0,32.0
2021/01/20,Duggan,1338,96.0,1188.0,54.0
2020/12/01,Duggan,658,158.0,463.0,37.0
2021/01/24,Duggan,1357,83.0,1220.0,54.0
2021/05/13,Duggan,1829,125.0,1635.0,69.0
2020/09/15,Duggan,215,12.0,168.0,35.0
2020/11/27,Duggan,608,133.0,438.0,37.0
2020/09/02,Duggan,192,20.0,140.0,32.0
2021/02/10,Duggan,1413,51.0,1300.0,62.0
2021/02/15,Duggan,1417,33.0,1321.0,63.0
2021/05/14,Duggan,1834,124.0,1641.0,69.0
2021/01/21,Duggan,1345,92.0,1199.0,54.0
2021/02/16,Duggan,1418,30.0,1325.0,63.0
2021/01/15,Duggan,1304,121.0,1130.0,53.0
2021/05/04,Duggan,1758,117.0,1572.0,69.0
2020/11/16,Duggan,482,76.0,371.0,35.0
2020/12/13,Duggan,889,222.0,630.0,37.0
2021/01/09,Duggan,1268,145.0,1075.0,48.0
2021/04/19,Duggan,1631,108.0,1455.0,68.0
2021/03/07,Duggan,1433,21.0,1348.0,64.0
2020/12/12,Duggan,862,209.0,616.0,37.0
2021/03/05,Duggan,1425,13.0,1348.0,64.0
2021/04/21,Duggan,1646,110.0,1468.0,68.0
2020/10/06,Duggan,260,26.0,199.0,35.0
2021/01/10,Duggan,1278,153.0,1077.0,48.0
2021/05/25,Duggan,1883,72.0,1742.0,69.0
2021/04/22,Duggan,1658,111.0,1479.0,68.0
2020/09/22,Duggan,232,21.0,176.0,35.0
2021/03/04,Duggan,1426,13.0,1349.0,64.0
2021/01/11,Duggan,1282,137.0,1093.0,52.0
2020/10/20,Duggan,317,43.0,239.0,35.0
2020/12/11,Duggan,834,199.0,598.0,37.0
2020/08/30,Duggan,189,19.0,138.0,32.0
2020/08/20,Duggan,172,18.0,124.0,30.0
2021/02/04,Duggan,1404,64.0,1282.0,58.0
2020/09/23,Duggan,233,20.0,178.0,35.0
2020/11/20,Duggan,523,92.0,395.0,36.0
2020/08/23,Duggan,174,15.0,127.0,32.0
2021/03/10,Duggan,1441,23.0,1354.0,64.0
2020/09/09,Duggan,210,16.0,160.0,34.0
2021/04/15,Duggan,1594,87.0,1439.0,68.0
2021/01/28,Duggan,1372,79.0,1237.0,56.0
2020/11/02,Duggan,389,72.0,282.0,35.0
2021/03/08,Duggan,1437,20.0,1353.0,64.0
2020/12/14,Duggan,898,218.0,643.0,37.0
2020/11/23,Duggan,560,116.0,408.0,36.0
2021/03/09,Duggan,1441,23.0,1354.0,64.0
2021/01/08,Duggan,1257,142.0,1066.0,49.0
2020/11/12,Duggan,456,73.0,348.0,35.0
2020/09/07,Duggan,204,22.0,148.0,34.0
2021/04/18,Duggan,1622,105.0,1449.0,68.0
2021/05/26,Duggan,1885,65.0,1751.0,69.0
2021/04/17,Duggan,1618,105.0,1445.0,68.0
2020/10/07,Duggan,268,33.0,200.0,35.0
2021/04/24,Duggan,1671,106.0,1497.0,68.0
2021/02/05,Duggan,1404,60.0,1285.0,59.0
2020/12/08,Duggan,776,180.0,559.0,37.0
2020/08/31,Duggan,188,18.0,138.0,32.0
2021/05/23,Duggan,1877,73.0,1735.0,69.0
2021/01/14,Duggan,1290,112.0,1125.0,53.0
2021/05/02,Duggan,1725,104.0,1552.0,69.0
2021/02/26,Duggan,1422,14.0,1345.0,63.0
2021/01/26,Duggan,1361,82.0,1225.0,54.0
2021/02/27,Duggan,1422,13.0,1346.0,63.0
2020/09/20,Duggan,227,16.0,176.0,35.0
2020/10/28,Duggan,361,60.0,266.0,35.0
2020/12/07,Duggan,755,182.0,536.0,37.0
2020/08/19,Duggan,171,17.0,124.0,30.0
2021/02/07,Duggan,1410,61.0,1290.0,59.0
2021/02/25,Duggan,1422,14.0,1345.0,63.0
2020/11/25,Duggan,578,118.0,423.0,37.0
2020/10/12,Duggan,287,44.0,208.0,35.0
2021/05/03,Duggan,1736,108.0,1559.0,69.0
2021/05/01,Duggan,1713,95.0,1549.0,69.0
2020/09/10,Duggan,210,14.0,161.0,35.0
2021/02/06,Duggan,1406,57.0,1290.0,59.0
2021/03/03,Duggan,1426,12.0,1350.0,64.0
2021/04/26,Duggan,1679,105.0,1505.0,69.0
2021/01/27,Duggan,1366,83.0,1228.0,55.0
2020/10/29,Duggan,369,64.0,270.0,35.0
2021/03/02,Duggan,1424,13.0,1348.0,63.0
2020/12/10,Duggan,819,201.0,581.0,37.0
2021/01/12,Duggan,1285,129.0,1103.0,53.0
2020/11/24,Duggan,562,109.0,416.0,37.0
2021/05/24,Duggan,1881,71.0,1741.0,69.0
2021/04/27,Duggan,1689,111.0,1509.0,69.0
2021/03/01,Duggan,1423,12.0,1348.0,63.0
2020/12/09,Duggan,797,190.0,570.0,37.0
2020/09/21,Duggan,232,19.0,178.0,35.0
2021/04/28,Duggan,1697,107.0,1521.0,69.0
2021/01/13,Duggan,1291,117.0,1121.0,53.0
2020/10/08,Duggan,270,34.0,201.0,35.0
2021/02/28,Duggan,1423,13.0,1347.0,63.0
2021/04/14,Duggan,1579,81.0,1430.0,68.0
2020/11/15,Duggan,474,74.0,365.0,35.0
2020/03/20,Eastwood,1,,,
2020/05/16,Eastwood,23,5.0,15.0,3.0
2020/04/17,Eastwood,11,3.0,6.0,2.0
2020/06/06,Eastwood,25,1.0,21.0,3.0
2020/06/25,Eastwood,42,22.0,17.0,3.0
2020/06/05,Eastwood,26,1.0,22.0,3.0
2020/05/09,Eastwood,22,7.0,12.0,3.0
2020/04/18,Eastwood,12,4.0,6.0,2.0
2020/06/04,Eastwood,26,1.0,22.0,3.0
2020/03/26,Eastwood,3,,,
2020/04/26,Eastwood,17,9.0,6.0,2.0
2020/06/03,Eastwood,26,1.0,22.0,3.0
2020/06/26,Eastwood,42,18.0,21.0,3.0
2020/07/08,Eastwood,56,16.0,37.0,3.0
2020/06/02,Eastwood,26,1.0,22.0,3.0
2020/05/10,Eastwood,22,7.0,12.0,3.0
2020/06/01,Eastwood,26,3.0,20.0,3.0
2020/04/19,Eastwood,9,1.0,6.0,2.0
2020/06/27,Eastwood,46,22.0,21.0,3.0
2020/08/05,Eastwood,97,21.0,72.0,4.0
2020/07/20,Eastwood,75,16.0,55.0,4.0
2020/05/07,Eastwood,21,6.0,12.0,3.0
2020/06/08,Eastwood,15,0.0,12.0,3.0
2020/04/13,Eastwood,8,1.0,5.0,2.0
2020/05/03,Eastwood,21,7.0,11.0,3.0
2020/06/22,Eastwood,36,20.0,13.0,3.0
2020/06/13,Eastwood,17,3.0,11.0,3.0
2020/04/28,Eastwood,18,10.0,6.0,2.0
2020/08/11,Eastwood,114,31.0,79.0,4.0
2020/06/12,Eastwood,16,2.0,11.0,3.0
2020/05/04,Eastwood,20,7.0,10.0,3.0
2020/05/11,Eastwood,22,6.0,13.0,3.0
2020/06/23,Eastwood,37,21.0,13.0,3.0
2020/04/14,Eastwood,8,1.0,5.0,2.0
2020/06/10,Eastwood,16,2.0,11.0,3.0
2020/07/09,Eastwood,59,18.0,38.0,3.0
2020/05/06,Eastwood,20,6.0,11.0,3.0
2020/08/12,Eastwood,115,30.0,81.0,4.0
2020/06/09,Eastwood,15,0.0,12.0,3.0
2020/03/24,Eastwood,2,,,
2020/06/24,Eastwood,39,21.0,15.0,3.0
2020/06/11,Eastwood,16,2.0,11.0,3.0
2020/05/31,Eastwood,26,4.0,19.0,3.0
2020/05/30,Eastwood,26,4.0,19.0,3.0
2020/07/19,Eastwood,74,20.0,50.0,4.0
2020/07/06,Eastwood,51,15.0,33.0,3.0
2020/05/23,Eastwood,25,4.0,18.0,3.0
2020/04/25,Eastwood,17,9.0,6.0,2.0
2020/05/22,Eastwood,25,5.0,17.0,3.0
2020/07/16,Eastwood,70,23.0,44.0,3.0
2020/04/09,Eastwood,8,1.0,5.0,2.0
2020/07/23,Eastwood,76,8.0,64.0,4.0
2020/08/03,Eastwood,94,18.0,72.0,4.0
2020/03/29,Eastwood,6,,,
2020/07/28,Eastwood,81,10.0,67.0,4.0
2020/05/21,Eastwood,25,5.0,17.0,3.0
2020/07/02,Eastwood,47,15.0,29.0,3.0
2020/05/17,Eastwood,23,5.0,15.0,3.0
2020/05/20,Eastwood,24,4.0,17.0,3.0
2020/04/24,Eastwood,16,8.0,6.0,2.0
2020/05/19,Eastwood,23,4.0,16.0,3.0
2020/03/31,Eastwood,7,,,
2020/07/05,Eastwood,50,14.0,33.0,3.0
2020/04/23,Eastwood,13,5.0,6.0,2.0
2020/06/14,Eastwood,19,5.0,11.0,3.0
2020/07/01,Eastwood,45,14.0,28.0,3.0
2020/05/24,Eastwood,25,4.0,18.0,3.0
2020/08/04,Eastwood,95,18.0,73.0,4.0
2020/03/27,Eastwood,3,,,
2020/05/12,Eastwood,22,6.0,13.0,3.0
2020/05/29,Eastwood,25,3.0,19.0,3.0
2020/07/07,Eastwood,55,17.0,35.0,3.0
2020/07/22,Eastwood,76,10.0,62.0,4.0
2020/04/20,Eastwood,9,1.0,6.0,2.0
2020/06/28,Eastwood,42,18.0,21.0,3.0
2020/05/15,Eastwood,23,5.0,15.0,3.0
2020/04/03,Eastwood,8,,,
2020/05/28,Eastwood,25,3.0,19.0,3.0
2020/07/15,Eastwood,68,22.0,43.0,3.0
2020/05/27,Eastwood,25,3.0,19.0,3.0
2020/05/14,Eastwood,22,6.0,13.0,3.0
2020/06/29,Eastwood,42,17.0,22.0,3.0
2020/05/26,Eastwood,25,3.0,19.0,3.0
2020/04/22,Eastwood,13,5.0,6.0,2.0
2020/05/25,Eastwood,25,3.0,19.0,3.0
2020/07/30,Eastwood,83,10.0,69.0,4.0
2020/07/29,Eastwood,83,12.0,67.0,4.0
2020/05/18,Eastwood,23,4.0,16.0,3.0
2020/07/12,Eastwood,70,25.0,42.0,3.0
