date,location,cases_total,cases_active,cases_recovered,deaths
2020/07/07,Elbow,82,4.0,71.0,7.0
2020/05/12,Elbow,57,20.0,35.0,2.0
2020/04/13,Elbow,13,9.0,4.0,0.0
2020/07/22,Elbow,126,42.0,77.0,7.0
2020/05/29,Elbow,74,12.0,57.0,5.0
2020/06/04,Elbow,75,6.0,63.0,6.0
2020/06/18,Elbow,71,2.0,62.0,7.0
2020/04/03,Elbow,9,,,
2020/03/26,Elbow,2,,,
2020/07/28,Elbow,131,31.0,93.0,7.0
2020/06/01,Elbow,75,11.0,59.0,5.0
2020/06/23,Elbow,72,2.0,63.0,7.0
2020/06/25,Elbow,72,2.0,63.0,7.0
2020/08/10,Elbow,153,21.0,125.0,7.0
2020/07/23,Elbow,129,44.0,78.0,7.0
2020/07/27,Elbow,130,36.0,87.0,7.0
2020/03/31,Elbow,3,,,
2020/06/27,Elbow,72,2.0,63.0,7.0
2020/06/28,Elbow,73,3.0,63.0,7.0
2020/04/24,Elbow,30,18.0,12.0,0.0
2020/07/09,Elbow,83,5.0,71.0,7.0
2020/06/02,Elbow,75,10.0,60.0,5.0
2020/08/12,Elbow,155,23.0,125.0,7.0
2020/05/01,Elbow,45,28.0,15.0,2.0
2020/05/20,Elbow,66,17.0,46.0,3.0
2020/06/21,Elbow,72,2.0,63.0,7.0
2020/05/14,Elbow,58,18.0,37.0,3.0
2020/06/09,Elbow,70,5.0,58.0,7.0
2020/07/05,Elbow,80,2.0,71.0,7.0
2020/05/23,Elbow,68,14.0,50.0,4.0
2020/04/17,Elbow,16,8.0,8.0,0.0
2020/05/04,Elbow,50,30.0,18.0,2.0
2020/03/27,Elbow,3,,,
2020/08/09,Elbow,152,20.0,125.0,7.0
2020/04/18,Elbow,16,8.0,8.0,0.0
2020/05/16,Elbow,64,19.0,42.0,3.0
2020/06/14,Elbow,70,3.0,60.0,7.0
2020/05/21,Elbow,67,17.0,47.0,3.0
2020/07/15,Elbow,101,22.0,72.0,7.0
2020/05/31,Elbow,75,13.0,57.0,5.0
2020/07/20,Elbow,113,31.0,75.0,7.0
2020/07/12,Elbow,90,11.0,72.0,7.0
2020/04/29,Elbow,43,27.0,14.0,2.0
2020/06/08,Elbow,70,5.0,58.0,7.0
2020/04/25,Elbow,30,19.0,11.0,0.0
2020/06/15,Elbow,70,3.0,60.0,7.0
2020/04/09,Elbow,9,6.0,3.0,0.0
2020/05/09,Elbow,54,24.0,28.0,2.0
2020/06/29,Elbow,73,3.0,63.0,7.0
2020/06/26,Elbow,72,2.0,63.0,7.0
2020/05/15,Elbow,60,18.0,39.0,3.0
2020/03/29,Elbow,3,,,
2020/06/06,Elbow,76,5.0,65.0,6.0
2020/06/03,Elbow,75,6.0,63.0,6.0
2020/06/10,Elbow,70,5.0,58.0,7.0
2020/04/26,Elbow,35,23.0,12.0,0.0
2020/07/19,Elbow,108,26.0,75.0,7.0
2020/04/12,Elbow,13,9.0,4.0,0.0
2020/08/03,Elbow,136,16.0,113.0,7.0
2020/05/06,Elbow,51,27.0,22.0,2.0
2020/04/11,Elbow,12,9.0,3.0,0.0
2020/07/02,Elbow,79,1.0,71.0,7.0
2020/03/20,Elbow,1,,,
2020/07/30,Elbow,132,25.0,100.0,7.0
2020/04/22,Elbow,24,15.0,9.0,0.0
2020/08/18,Elbow,158,15.0,136.0,7.0
2021/01/08,Elbow,895,82.0,785.0,28.0
2020/11/19,Elbow,472,105.0,349.0,18.0
2021/01/21,Elbow,985,81.0,874.0,30.0
2021/02/21,Elbow,1046,25.0,987.0,34.0
2020/09/17,Elbow,196,9.0,180.0,7.0
2020/08/20,Elbow,161,10.0,144.0,7.0
2020/12/11,Elbow,715,132.0,562.0,21.0
2020/09/08,Elbow,190,15.0,168.0,7.0
2020/12/29,Elbow,836,91.0,719.0,26.0
2020/12/15,Elbow,748,118.0,607.0,23.0
2020/12/10,Elbow,712,139.0,552.0,21.0
2020/11/25,Elbow,532,117.0,396.0,19.0
2021/03/01,Elbow,1066,32.0,1000.0,34.0
2021/03/30,Elbow,1210,103.0,1072.0,35.0
2021/02/19,Elbow,1047,24.0,989.0,34.0
2021/04/06,Elbow,1295,143.0,1117.0,35.0
2021/01/24,Elbow,1001,72.0,899.0,30.0
2020/08/26,Elbow,172,12.0,153.0,7.0
2021/02/14,Elbow,1039,24.0,981.0,34.0
2021/04/09,Elbow,1357,182.0,1140.0,35.0
2020/10/27,Elbow,280,49.0,223.0,8.0
2020/12/14,Elbow,741,129.0,590.0,22.0
2020/11/22,Elbow,500,109.0,373.0,18.0
2021/02/08,Elbow,1034,37.0,965.0,32.0
2021/05/30,Elbow,1855,51.0,1769.0,35.0
2021/05/17,Elbow,1808,129.0,1644.0,35.0
2020/10/07,Elbow,216,12.0,197.0,7.0
2021/03/14,Elbow,1096,35.0,1027.0,34.0
2021/01/20,Elbow,983,83.0,870.0,30.0
2021/04/24,Elbow,1531,151.0,1345.0,35.0
2020/12/27,Elbow,823,92.0,708.0,23.0
2021/01/07,Elbow,884,79.0,777.0,28.0
2020/10/06,Elbow,216,14.0,195.0,7.0
2021/05/03,Elbow,1670,189.0,1446.0,35.0
2021/03/02,Elbow,1067,32.0,1001.0,34.0
2020/09/27,Elbow,205,14.0,184.0,7.0
2021/04/04,Elbow,1265,137.0,1093.0,35.0
2020/09/21,Elbow,197,7.0,183.0,7.0
2020/12/13,Elbow,733,132.0,579.0,22.0
2020/11/02,Elbow,325,73.0,243.0,9.0
2020/08/30,Elbow,178,16.0,155.0,7.0
2020/12/28,Elbow,827,88.0,714.0,25.0
2020/10/04,Elbow,214,17.0,190.0,7.0
2020/10/22,Elbow,259,37.0,215.0,7.0
2021/05/06,Elbow,1718,196.0,1487.0,35.0
2021/01/26,Elbow,1012,70.0,912.0,30.0
2020/11/21,Elbow,492,108.0,366.0,18.0
2021/02/09,Elbow,1032,31.0,968.0,33.0
2020/09/03,Elbow,185,18.0,160.0,7.0
2021/02/22,Elbow,1045,23.0,988.0,34.0
2021/03/07,Elbow,1074,31.0,1009.0,34.0
2021/01/19,Elbow,978,86.0,862.0,30.0
2021/04/14,Elbow,1422,192.0,1195.0,35.0
2020/11/20,Elbow,479,105.0,356.0,18.0
2021/01/27,Elbow,1013,67.0,916.0,30.0
2020/08/17,Elbow,160,19.0,134.0,7.0
2021/02/23,Elbow,1050,27.0,989.0,34.0
2020/11/23,Elbow,513,116.0,379.0,18.0
2021/01/06,Elbow,875,78.0,769.0,28.0
2021/05/18,Elbow,1811,120.0,1656.0,35.0
2020/11/24,Elbow,525,120.0,387.0,18.0
2021/04/08,Elbow,1341,173.0,1133.0,35.0
2021/02/10,Elbow,1034,29.0,972.0,33.0
2021/05/21,Elbow,1832,102.0,1695.0,35.0
2020/10/18,Elbow,236,21.0,208.0,7.0
2021/05/02,Elbow,1662,190.0,1437.0,35.0
2020/09/14,Elbow,192,11.0,174.0,7.0
2021/03/16,Elbow,1101,35.0,1031.0,35.0
2020/10/12,Elbow,228,19.0,202.0,7.0
2021/05/29,Elbow,1855,56.0,1764.0,35.0
2020/12/22,Elbow,801,102.0,676.0,23.0
2020/09/10,Elbow,190,13.0,170.0,7.0
2021/04/19,Elbow,1474,178.0,1261.0,35.0
2021/04/18,Elbow,1460,182.0,1243.0,35.0
2021/03/08,Elbow,1079,36.0,1009.0,34.0
2020/10/25,Elbow,267,39.0,221.0,7.0
2021/02/15,Elbow,1040,24.0,982.0,34.0
2021/05/22,Elbow,1837,97.0,1705.0,35.0
2020/10/26,Elbow,272,43.0,222.0,7.0
2021/01/18,Elbow,969,83.0,856.0,30.0
2021/03/31,Elbow,1217,107.0,1075.0,35.0
2021/03/13,Elbow,1091,33.0,1024.0,34.0
2021/02/07,Elbow,1032,40.0,960.0,32.0
2020/11/08,Elbow,375,101.0,261.0,13.0
2020/11/12,Elbow,415,103.0,298.0,14.0
2021/01/17,Elbow,963,85.0,848.0,30.0
2021/01/31,Elbow,1025,59.0,936.0,30.0
2021/05/11,Elbow,1768,179.0,1554.0,35.0
2021/02/17,Elbow,1043,22.0,987.0,34.0
2021/05/10,Elbow,1753,181.0,1537.0,35.0
2020/09/28,Elbow,207,17.0,183.0,7.0
2021/05/15,Elbow,1800,139.0,1626.0,35.0
2020/12/12,Elbow,723,130.0,572.0,21.0
2020/10/21,Elbow,248,27.0,214.0,7.0
2021/02/01,Elbow,1025,54.0,941.0,30.0
2021/04/17,Elbow,1453,186.0,1232.0,35.0
2021/05/26,Elbow,1850,68.0,1747.0,35.0
2020/10/14,Elbow,229,17.0,205.0,7.0
2020/09/16,Elbow,192,7.0,178.0,7.0
2020/10/15,Elbow,231,18.0,206.0,7.0
2021/04/15,Elbow,1430,181.0,1214.0,35.0
2020/12/03,Elbow,642,157.0,464.0,21.0
2020/12/17,Elbow,761,114.0,624.0,23.0
2021/02/28,Elbow,1061,27.0,1000.0,34.0
2020/09/30,Elbow,209,14.0,188.0,7.0
2020/10/05,Elbow,215,17.0,191.0,7.0
2021/03/25,Elbow,1164,76.0,1053.0,35.0
2021/01/14,Elbow,948,85.0,833.0,30.0
2021/05/04,Elbow,1680,181.0,1464.0,35.0
2021/05/20,Elbow,1828,112.0,1681.0,35.0
2021/04/22,Elbow,1515,159.0,1321.0,35.0
2020/11/30,Elbow,601,151.0,430.0,20.0
2021/01/28,Elbow,1016,62.0,924.0,30.0
2020/09/01,Elbow,180,16.0,157.0,7.0
2021/03/18,Elbow,1111,43.0,1033.0,35.0
2020/11/03,Elbow,329,73.0,245.0,11.0
2021/02/11,Elbow,1034,27.0,974.0,33.0
2021/03/26,Elbow,1172,79.0,1058.0,35.0
2021/02/16,Elbow,1042,23.0,985.0,34.0
2021/05/27,Elbow,1852,63.0,1754.0,35.0
2021/04/27,Elbow,1576,157.0,1384.0,35.0
2021/02/05,Elbow,1031,45.0,954.0,32.0
2021/02/20,Elbow,1045,23.0,988.0,34.0
2020/09/15,Elbow,191,6.0,178.0,7.0
2021/03/22,Elbow,1136,60.0,1041.0,35.0
2021/03/04,Elbow,1069,32.0,1003.0,34.0
2020/12/08,Elbow,696,147.0,528.0,21.0
2020/12/16,Elbow,752,112.0,617.0,23.0
2020/09/24,Elbow,201,11.0,183.0,7.0
2021/05/14,Elbow,1795,160.0,1600.0,35.0
2021/02/02,Elbow,1026,47.0,949.0,30.0
2021/01/12,Elbow,928,86.0,812.0,30.0
2020/12/18,Elbow,771,111.0,637.0,23.0
2020/10/13,Elbow,228,17.0,204.0,7.0
2021/01/25,Elbow,1004,69.0,905.0,30.0
2021/02/13,Elbow,1037,24.0,980.0,33.0
2020/12/02,Elbow,620,143.0,457.0,20.0
2020/12/06,Elbow,674,157.0,496.0,21.0
2021/03/20,Elbow,1119,47.0,1037.0,35.0
2021/01/05,Elbow,871,79.0,765.0,27.0
2021/03/24,Elbow,1161,78.0,1048.0,35.0
2020/10/08,Elbow,219,15.0,197.0,7.0
2021/05/24,Elbow,1847,84.0,1728.0,35.0
2020/11/17,Elbow,451,108.0,325.0,18.0
2021/05/13,Elbow,1791,176.0,1580.0,35.0
2020/08/24,Elbow,167,9.0,151.0,7.0
2020/11/09,Elbow,386,106.0,267.0,13.0
2021/02/12,Elbow,1035,24.0,978.0,33.0
2020/11/29,Elbow,583,141.0,422.0,20.0
2021/02/04,Elbow,1032,49.0,951.0,32.0
2020/12/19,Elbow,777,104.0,650.0,23.0
2020/12/01,Elbow,611,147.0,444.0,20.0
2021/02/26,Elbow,1055,23.0,998.0,34.0
2021/03/10,Elbow,1081,35.0,1012.0,34.0
2021/04/26,Elbow,1556,148.0,1373.0,35.0
2021/04/21,Elbow,1508,176.0,1297.0,35.0
2020/10/28,Elbow,286,52.0,225.0,9.0
2020/10/29,Elbow,300,66.0,225.0,9.0
2021/05/08,Elbow,1740,192.0,1513.0,35.0
2021/01/22,Elbow,988,82.0,876.0,30.0
2021/01/13,Elbow,937,90.0,817.0,30.0
2021/02/18,Elbow,1042,19.0,989.0,34.0
2020/12/07,Elbow,684,154.0,509.0,21.0
2021/04/10,Elbow,1366,180.0,1151.0,35.0
2021/01/10,Elbow,913,85.0,799.0,29.0
2021/05/05,Elbow,1695,187.0,1473.0,35.0
2020/09/29,Elbow,208,15.0,186.0,7.0
2021/05/19,Elbow,1820,111.0,1674.0,35.0
2021/05/16,Elbow,1800,139.0,1626.0,35.0
2021/05/28,Elbow,1853,61.0,1757.0,35.0
2020/08/23,Elbow,165,9.0,149.0,7.0
2020/11/27,Elbow,563,136.0,407.0,20.0
2020/09/22,Elbow,199,8.0,184.0,7.0
2020/12/09,Elbow,704,141.0,542.0,21.0
2021/01/04,Elbow,866,77.0,762.0,27.0
2020/09/23,Elbow,198,8.0,183.0,7.0
2020/08/25,Elbow,172,14.0,151.0,7.0
2020/10/01,Elbow,209,14.0,188.0,7.0
2020/10/19,Elbow,239,23.0,209.0,7.0
2020/08/16,Elbow,161,20.0,134.0,7.0
2020/12/04,Elbow,651,152.0,478.0,21.0
2020/09/07,Elbow,189,17.0,165.0,7.0
2021/03/12,Elbow,1088,37.0,1017.0,34.0
2021/02/03,Elbow,1031,50.0,949.0,32.0
2021/05/23,Elbow,1842,93.0,1714.0,35.0
2020/08/31,Elbow,179,15.0,157.0,7.0
2020/12/21,Elbow,793,103.0,667.0,23.0
2021/01/11,Elbow,920,85.0,806.0,29.0
2020/11/26,Elbow,550,129.0,402.0,19.0
2021/01/30,Elbow,1022,62.0,930.0,30.0
2021/03/21,Elbow,1127,53.0,1039.0,35.0
2021/02/24,Elbow,1051,24.0,993.0,34.0
2021/01/23,Elbow,992,81.0,881.0,30.0
2021/03/05,Elbow,1070,31.0,1005.0,34.0
2021/03/28,Elbow,1189,91.0,1063.0,35.0
2021/04/28,Elbow,1591,161.0,1395.0,35.0
2021/03/11,Elbow,1084,33.0,1017.0,34.0
2020/11/11,Elbow,402,96.0,292.0,14.0
2021/03/17,Elbow,1105,38.0,1032.0,35.0
2021/01/16,Elbow,961,85.0,846.0,30.0
2020/08/19,Elbow,161,13.0,141.0,7.0
2020/12/05,Elbow,665,160.0,484.0,21.0
2020/11/15,Elbow,436,109.0,311.0,16.0
2020/08/13,Elbow,159,24.0,128.0,7.0
2020/11/28,Elbow,575,138.0,417.0,20.0
2021/05/01,Elbow,1638,180.0,1423.0,35.0
2021/03/27,Elbow,1179,83.0,1061.0,35.0
2020/09/20,Elbow,197,7.0,183.0,7.0
2021/01/29,Elbow,1019,61.0,928.0,30.0
2021/02/06,Elbow,1031,43.0,956.0,32.0
2020/11/18,Elbow,460,102.0,340.0,18.0
2020/08/27,Elbow,176,16.0,153.0,7.0
2021/02/25,Elbow,1052,22.0,996.0,34.0
2020/12/20,Elbow,785,98.0,664.0,23.0
2021/05/12,Elbow,1778,182.0,1561.0,35.0
2020/10/20,Elbow,244,22.0,215.0,7.0
2021/05/09,Elbow,1744,185.0,1524.0,35.0
2021/03/03,Elbow,1068,33.0,1001.0,34.0
2020/11/16,Elbow,442,107.0,319.0,16.0
2021/01/03,Elbow,863,83.0,754.0,26.0
2021/02/27,Elbow,1059,25.0,1000.0,34.0
2020/09/13,Elbow,191,13.0,171.0,7.0
2020/09/09,Elbow,190,15.0,168.0,7.0
2020/09/02,Elbow,185,21.0,157.0,7.0
2021/04/11,Elbow,1379,185.0,1159.0,35.0
2021/05/07,Elbow,1723,191.0,1497.0,35.0
2021/03/09,Elbow,1080,33.0,1013.0,34.0
2021/05/25,Elbow,1848,75.0,1738.0,35.0
2021/04/13,Elbow,1411,196.0,1180.0,35.0
2021/01/09,Elbow,905,80.0,797.0,28.0
2021/01/15,Elbow,958,89.0,839.0,30.0
2020/05/27,Fish Creek,208,24.0,181.0,3.0
2020/06/05,Fish Creek,212,8.0,201.0,3.0
2020/06/16,Fish Creek,210,3.0,205.0,2.0
2020/06/19,Fish Creek,211,3.0,206.0,2.0
2020/07/16,Fish Creek,235,21.0,213.0,1.0
2020/06/23,Fish Creek,214,4.0,208.0,2.0
2020/07/19,Fish Creek,239,22.0,216.0,1.0
2020/06/15,Fish Creek,211,4.0,205.0,2.0
2020/05/30,Fish Creek,208,20.0,185.0,3.0
2020/06/11,Fish Creek,210,6.0,202.0,2.0
2020/05/09,Fish Creek,185,55.0,128.0,2.0
2020/06/08,Fish Creek,210,8.0,200.0,2.0
2020/05/25,Fish Creek,208,27.0,178.0,3.0
2020/05/15,Fish Creek,198,35.0,161.0,2.0
2020/06/14,Fish Creek,210,4.0,204.0,2.0
2020/05/16,Fish Creek,199,33.0,163.0,3.0
2020/08/04,Fish Creek,256,12.0,243.0,1.0
2020/05/23,Fish Creek,207,30.0,174.0,3.0
2020/05/19,Fish Creek,202,32.0,167.0,3.0
2020/07/28,Fish Creek,250,21.0,228.0,1.0
2020/08/03,Fish Creek,255,15.0,239.0,1.0
2020/05/24,Fish Creek,208,28.0,177.0,3.0
2020/05/12,Fish Creek,195,42.0,151.0,2.0
2020/07/13,Fish Creek,224,12.0,211.0,1.0
2020/06/25,Fish Creek,214,4.0,208.0,2.0
2020/05/18,Fish Creek,203,34.0,166.0,3.0
2020/08/11,Fish Creek,267,15.0,251.0,1.0
2020/05/17,Fish Creek,200,33.0,164.0,3.0
2020/08/06,Fish Creek,263,14.0,248.0,1.0
2020/05/29,Fish Creek,209,21.0,185.0,3.0
2020/08/12,Fish Creek,269,17.0,251.0,1.0
2020/07/22,Fish Creek,248,29.0,218.0,1.0
2020/05/26,Fish Creek,208,26.0,179.0,3.0
2020/05/22,Fish Creek,207,34.0,170.0,3.0
2020/07/29,Fish Creek,250,16.0,233.0,1.0
2020/07/07,Fish Creek,218,8.0,209.0,1.0
2020/08/10,Fish Creek,267,16.0,250.0,1.0
2020/06/13,Fish Creek,210,4.0,204.0,2.0
2020/08/09,Fish Creek,266,15.0,250.0,1.0
2020/06/12,Fish Creek,210,6.0,202.0,2.0
2020/06/09,Fish Creek,208,6.0,200.0,2.0
2020/06/21,Fish Creek,214,5.0,207.0,2.0
2020/06/06,Fish Creek,214,8.0,203.0,3.0
2020/07/12,Fish Creek,225,13.0,211.0,1.0
2020/07/23,Fish Creek,248,28.0,219.0,1.0
2020/06/03,Fish Creek,213,8.0,202.0,3.0
2020/05/11,Fish Creek,193,44.0,147.0,2.0
2020/06/18,Fish Creek,211,4.0,205.0,2.0
2020/06/24,Fish Creek,214,4.0,208.0,2.0
2020/06/04,Fish Creek,213,8.0,202.0,3.0
2020/07/26,Fish Creek,250,26.0,223.0,1.0
2020/07/01,Fish Creek,216,8.0,207.0,1.0
2020/07/08,Fish Creek,220,10.0,209.0,1.0
2020/06/29,Fish Creek,219,7.0,210.0,2.0
2020/07/27,Fish Creek,250,24.0,225.0,1.0
2020/07/15,Fish Creek,229,15.0,213.0,1.0
2020/07/20,Fish Creek,241,22.0,218.0,1.0
2020/05/21,Fish Creek,206,33.0,170.0,3.0
2020/05/20,Fish Creek,203,32.0,168.0,3.0
2020/05/14,Fish Creek,197,39.0,156.0,2.0
2020/06/20,Fish Creek,211,3.0,206.0,2.0
2020/07/05,Fish Creek,218,8.0,209.0,1.0
2020/07/30,Fish Creek,250,15.0,234.0,1.0
2020/07/09,Fish Creek,220,10.0,209.0,1.0
2020/07/02,Fish Creek,215,9.0,205.0,1.0
2020/06/26,Fish Creek,217,7.0,208.0,2.0
2020/06/02,Fish Creek,210,8.0,199.0,3.0
2020/06/28,Fish Creek,217,7.0,208.0,2.0
2020/06/27,Fish Creek,216,6.0,208.0,2.0
2020/06/10,Fish Creek,209,6.0,201.0,2.0
2020/06/17,Fish Creek,211,4.0,205.0,2.0
2020/08/05,Fish Creek,257,11.0,245.0,1.0
2020/06/01,Fish Creek,210,10.0,197.0,3.0
2020/07/21,Fish Creek,244,25.0,218.0,1.0
2020/05/10,Fish Creek,189,51.0,136.0,2.0
2020/06/22,Fish Creek,214,4.0,208.0,2.0
2020/05/28,Fish Creek,209,22.0,184.0,3.0
2020/07/06,Fish Creek,217,7.0,209.0,1.0
2020/05/31,Fish Creek,210,18.0,189.0,3.0
2020/05/07,Fish Creek,185,70.0,113.0,2.0
2020/04/11,Fish Creek,53,23.0,29.0,1.0
2020/05/03,Fish Creek,179,86.0,91.0,2.0
2020/03/27,Fish Creek,29,,,
2020/04/09,Fish Creek,49,24.0,24.0,1.0
2020/03/24,Fish Creek,19,,,
2020/04/14,Fish Creek,62,23.0,38.0,1.0
2020/03/31,Fish Creek,36,,,
2020/05/02,Fish Creek,173,86.0,85.0,2.0
2020/04/24,Fish Creek,119,68.0,50.0,1.0
2020/04/13,Fish Creek,58,21.0,36.0,1.0
2020/05/06,Fish Creek,183,72.0,109.0,2.0
2020/05/04,Fish Creek,181,82.0,97.0,2.0
2020/04/28,Fish Creek,155,89.0,64.0,2.0
2020/04/26,Fish Creek,140,85.0,54.0,1.0
2020/04/22,Fish Creek,101,53.0,47.0,1.0
2020/03/20,Fish Creek,11,,,
2020/04/29,Fish Creek,163,92.0,69.0,2.0
2020/04/18,Fish Creek,86,43.0,42.0,1.0
2020/04/19,Fish Creek,93,49.0,43.0,1.0
2020/03/29,Fish Creek,33,,,
2020/04/23,Fish Creek,111,61.0,49.0,1.0
2020/04/20,Fish Creek,96,52.0,43.0,1.0
2020/04/17,Fish Creek,78,36.0,41.0,1.0
2020/04/03,Fish Creek,42,,,
2020/04/12,Fish Creek,56,24.0,31.0,1.0
2020/04/25,Fish Creek,127,74.0,52.0,1.0
2020/03/26,Fish Creek,26,,,
2020/03/22,Fish Creek,13,,,
2020/05/01,Fish Creek,174,89.0,83.0,2.0
2020/12/13,Fish Creek,1344,340.0,1000.0,4.0
2021/03/02,Fish Creek,2242,72.0,2136.0,34.0
2021/05/21,Fish Creek,4285,410.0,3833.0,42.0
2021/01/19,Fish Creek,1940,226.0,1698.0,16.0
2021/05/12,Fish Creek,4081,687.0,3354.0,40.0
2020/10/07,Fish Creek,364,37.0,325.0,2.0
2020/09/03,Fish Creek,298,21.0,276.0,1.0
2021/03/04,Fish Creek,2251,70.0,2146.0,35.0
2020/09/24,Fish Creek,328,16.0,311.0,1.0
2020/11/24,Fish Creek,839,217.0,618.0,4.0
2021/05/11,Fish Creek,4033,684.0,3310.0,39.0
2021/03/18,Fish Creek,2348,100.0,2213.0,35.0
2021/04/19,Fish Creek,3045,416.0,2591.0,38.0
2020/10/01,Fish Creek,347,27.0,318.0,2.0
2020/12/14,Fish Creek,1363,337.0,1022.0,4.0
2021/01/15,Fish Creek,1870,231.0,1625.0,14.0
2021/04/13,Fish Creek,2816,306.0,2473.0,37.0
2021/01/17,Fish Creek,1897,221.0,1662.0,14.0
2020/10/27,Fish Creek,435,63.0,370.0,2.0
2021/01/16,Fish Creek,1882,214.0,1654.0,14.0
2021/01/18,Fish Creek,1918,223.0,1680.0,15.0
2021/03/03,Fish Creek,2246,70.0,2141.0,35.0
2021/03/01,Fish Creek,2233,62.0,2140.0,31.0
2020/10/26,Fish Creek,428,60.0,366.0,2.0
2021/01/26,Fish Creek,2052,217.0,1816.0,19.0
2021/05/23,Fish Creek,4308,331.0,3935.0,42.0
2021/05/08,Fish Creek,3899,651.0,3209.0,39.0
2020/12/09,Fish Creek,1246,349.0,893.0,4.0
2021/02/27,Fish Creek,2225,57.0,2136.0,32.0
2021/01/25,Fish Creek,2036,213.0,1804.0,19.0
2020/09/22,Fish Creek,326,15.0,310.0,1.0
2021/03/21,Fish Creek,2376,107.0,2234.0,35.0
2020/08/19,Fish Creek,271,13.0,257.0,1.0
2020/09/16,Fish Creek,317,21.0,295.0,1.0
2020/12/10,Fish Creek,1274,333.0,937.0,4.0
2021/01/24,Fish Creek,2029,226.0,1785.0,18.0
2020/12/27,Fish Creek,1564,215.0,1340.0,9.0
2021/04/21,Fish Creek,3134,437.0,2659.0,38.0
2020/10/25,Fish Creek,417,51.0,364.0,2.0
2021/02/28,Fish Creek,2233,62.0,2139.0,32.0
2020/11/23,Fish Creek,823,211.0,609.0,3.0
2021/05/10,Fish Creek,3990,682.0,3269.0,39.0
2021/01/21,Fish Creek,1968,211.0,1740.0,17.0
2021/03/20,Fish Creek,2363,99.0,2229.0,35.0
2020/12/12,Fish Creek,1323,339.0,980.0,4.0
2020/09/01,Fish Creek,292,17.0,274.0,1.0
2021/05/22,Fish Creek,4291,360.0,3889.0,42.0
2021/01/20,Fish Creek,1956,225.0,1714.0,17.0
2020/11/12,Fish Creek,634,159.0,472.0,3.0
2020/08/24,Fish Creek,277,12.0,264.0,1.0
2020/09/27,Fish Creek,337,23.0,313.0,1.0
2020/09/10,Fish Creek,313,21.0,291.0,1.0
2021/01/23,Fish Creek,1997,218.0,1762.0,17.0
2021/05/09,Fish Creek,3947,673.0,3235.0,39.0
2020/12/11,Fish Creek,1291,326.0,961.0,4.0
2021/01/22,Fish Creek,1994,221.0,1756.0,17.0
2021/03/30,Fish Creek,2506,188.0,2282.0,36.0
2020/10/28,Fish Creek,443,69.0,372.0,2.0
2021/01/14,Fish Creek,1852,218.0,1620.0,14.0
2021/01/04,Fish Creek,1695,209.0,1476.0,10.0
2021/05/16,Fish Creek,4181,630.0,3510.0,41.0
2021/04/14,Fish Creek,2853,327.0,2489.0,37.0
2020/09/13,Fish Creek,317,25.0,291.0,1.0
2021/01/05,Fish Creek,1716,212.0,1493.0,11.0
2021/03/10,Fish Creek,2293,83.0,2175.0,35.0
2020/08/27,Fish Creek,282,13.0,268.0,1.0
2020/10/05,Fish Creek,365,40.0,323.0,2.0
2020/09/02,Fish Creek,298,21.0,276.0,1.0
2020/12/20,Fish Creek,1480,286.0,1189.0,5.0
2021/01/06,Fish Creek,1733,214.0,1507.0,12.0
2020/11/02,Fish Creek,505,108.0,395.0,2.0
2021/03/14,Fish Creek,2311,87.0,2189.0,35.0
2021/01/07,Fish Creek,1753,226.0,1515.0,12.0
2021/04/08,Fish Creek,2714,269.0,2408.0,37.0
2020/09/08,Fish Creek,311,30.0,280.0,1.0
2020/11/03,Fish Creek,512,111.0,399.0,2.0
2021/03/11,Fish Creek,2297,86.0,2176.0,35.0
2020/08/23,Fish Creek,277,13.0,263.0,1.0
2020/12/28,Fish Creek,1576,205.0,1362.0,9.0
2020/11/25,Fish Creek,855,216.0,635.0,4.0
2021/03/12,Fish Creek,2302,84.0,2183.0,35.0
2020/11/08,Fish Creek,573,146.0,425.0,2.0
2021/05/18,Fish Creek,4246,532.0,3673.0,41.0
2020/12/22,Fish Creek,1515,264.0,1245.0,6.0
2021/05/17,Fish Creek,4223,567.0,3615.0,41.0
2021/03/13,Fish Creek,2307,86.0,2186.0,35.0
2020/12/29,Fish Creek,1599,204.0,1386.0,9.0
2020/11/19,Fish Creek,749,189.0,557.0,3.0
2021/04/15,Fish Creek,2880,340.0,2503.0,37.0
2020/10/04,Fish Creek,362,38.0,322.0,2.0
2020/12/21,Fish Creek,1497,281.0,1211.0,5.0
2021/01/03,Fish Creek,1682,206.0,1466.0,10.0
2021/03/09,Fish Creek,2289,88.0,2166.0,35.0
2020/09/15,Fish Creek,317,22.0,294.0,1.0
2020/09/23,Fish Creek,326,14.0,311.0,1.0
2021/05/15,Fish Creek,4181,630.0,3510.0,41.0
2021/01/11,Fish Creek,1797,221.0,1563.0,13.0
2020/10/06,Fish Creek,365,40.0,323.0,2.0
2021/03/31,Fish Creek,2513,183.0,2293.0,37.0
2021/01/12,Fish Creek,1812,212.0,1587.0,13.0
2021/04/18,Fish Creek,3006,406.0,2562.0,38.0
2021/05/13,Fish Creek,4126,691.0,3394.0,41.0
2020/11/26,Fish Creek,875,220.0,651.0,4.0
2020/12/16,Fish Creek,1405,319.0,1082.0,4.0
2021/01/13,Fish Creek,1835,210.0,1611.0,14.0
2021/03/05,Fish Creek,2257,76.0,2146.0,35.0
2021/03/17,Fish Creek,2340,100.0,2205.0,35.0
